ema_fast,ema_slow,ema_trend,ema_htf,ema_d1,ema_w1,ema_14,ema_21,ema_55,ema_20,ema_50,volume_ma,sma_20,sma_50,rsi,macd,macd_signal,macd_histogram,adx,supertrend,supertrend_trend,bb_upper,bb_middle,bb_lower,bb_width,bb_percent,ichimoku_tenkan,ichimoku_kijun,ichimoku_senkou_a,ichimoku_senkou_b,ichimoku_chikou,ichimoku_cloud_top,ichimoku_cloud_bottom,vwap,atr,pivot,r1,s1,r2,s2,stoch_k,stoch_d,williams_r,cci,mfi,obv,rsi_divergence_bullish,rsi_divergence_bearish,macd_divergence_bullish,macd_divergence_bearish,obv_divergence_bullish,obv_divergence_bearish,elder_ema,elder_impulse,elder_screen1_up,elder_screen1_down,kabbaj_squeeze,symbol,timeframe,direction,score,market_regime,pnl_pct,winner,result
86997.65650177622,87964.91086094912,91099.71263421567,89469.33920917478,89469.33920917478,87886.20411544273,87387.63963165238,87964.91086094912,89616.16401321982,87886.20411544273,89469.33920917478,977.628446,87903.585,90230.35459999999,33.22482842465878,-1108.0244988369232,-1137.2983662496151,29.27386741269197,77.73427173199472,88622.663,-1.0,90774.98326491016,87903.585,85032.18673508985,0.06533062934600796,0.32895006032352947,86934.61499999999,89320.95999999999,91871.92749999999,92300.275,86503.13,91871.92749999999,92300.275,87188.80306274618,738.6314285714294,91047.72666666667,93487.45333333334,89115.23333333334,95419.94666666667,86675.50666666667,28.999078419118028,23.036789252817414,-71.00092158088196,-61.2491549802943,20.066297789029107,-58564.75336399981,0,0,0,0,0,0,87303.8783611957,0,0,1,0,BTC/USDT,15m,SHORT,7.0,TRENDING,1.9463399378286579,1,TP
82891.83679358209,83708.99127503826,88546.66554509207,85136.69005338386,85136.69005338386,83645.7362732696,83237.97021505528,83708.99127503826,85335.58766827063,83645.7362732696,85136.69005338386,1325.3768195,83817.09199999999,85450.1982,35.222091307381675,-909.9507611902663,-891.2646034058654,-18.68615778440096,80.89096312188418,84117.644,-1.0,86313.2669019068,83817.09199999999,81320.91709809318,0.05956243153620287,0.3526581612053527,82818.2,84053.765,86409.42,87984.3,85179.25,86409.42,87984.3,83109.78369835643,682.5778571428569,88632.40999999999,91164.81999999998,84104.81999999998,95692.40999999999,81572.40999999999,46.81781514032167,32.90330156655593,-53.18218485967834,-54.19840959277633,45.18623857351973,-77470.4864439998,0,0,0,0,0,0,83166.63092854152,0,0,1,0,BTC/USDT,15m,SHORT,7.0,TRENDING,-0.038220118794139814,0,SL
84561.0075180884,84398.47769760307,85555.40210105383,84318.6886251774,84318.6886251774,84407.48141009278,84478.79677407483,84398.47769760307,84322.6336609577,84407.48141009278,84318.6886251774,149.5772655,84327.8575,84230.9646,64.75948575671137,146.04719372511317,101.72901566792038,44.318178057192796,36.3143239302596,83886.59700000001,1.0,84978.89024778588,84327.8575,83676.82475221412,0.015440514370613079,0.7883514702423867,84456.695,84245.725,84035.86249999999,84560.0,84739.74,84035.86249999999,84560.0,84471.01528683562,311.54285714285754,84409.45666666667,88218.91333333333,81319.97333333333,91308.39666666667,77510.51666666666,79.69768020915453,75.97976940750871,-20.302319790845477,82.27502853202915,65.60293106492435,-78903.36734399977,0,0,0,0,0,0,84493.74492131591,0,1,0,1,BTC/USDT,15m,LONG,6.0,TRENDING,1.8694750675821503,1,TP
86310.05564590872,85967.45408807074,85461.206793868,85402.96275031006,85402.96275031006,85994.97741694284,86169.2377806171,85967.45408807074,85341.12128806191,85994.97741694284,85402.96275031006,241.73557600000004,85982.4425,85190.9386,60.276956139945305,389.4389530597109,392.68445164550434,-3.2454985857934275,68.18499356741454,85707.175,1.0,86932.0860531601,85982.4425,85032.7989468399,0.02208924346758588,0.6332960662753607,86340.34,85763.785,84748.85,84380.0,86331.28,84748.85,84380.0,86218.70180461855,302.2985714285678,84619.91333333333,85739.82666666666,83619.82666666666,86739.91333333333,82499.91333333333,46.662509396569426,63.1270591277765,-53.33749060343058,60.66010951011359,57.5715314113767,-77946.09313399976,0,0,0,0,0,0,86198.83292719137,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,-1.1071635596621336,0,SL
86663.69952232929,86516.56109144262,85733.73826960305,86186.03532906769,86186.03532906769,86528.37849358041,86602.17712704527,86516.56109144262,86131.3123613035,86528.37849358041,86186.03532906769,196.0171525,86482.076,86275.0692,60.9565166874836,168.85134579715668,168.95070517003302,-0.09935937287633578,27.49860414116195,85998.59999999999,1.0,87064.73924304573,86482.076,85899.41275695428,0.01347477465840956,0.6947471397146238,86759.48999999999,86507.45999999999,85971.4075,85548.85,87656.84,85971.4075,85548.85,86685.05582329737,313.7785714285731,84619.91333333333,85739.82666666666,83619.82666666666,86739.91333333333,82499.91333333333,50.9020000000004,54.139716377602355,-49.097999999999594,45.160764924620764,64.8019698076603,-78881.10621399974,0,0,0,0,0,0,86614.88308832826,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,-0.11165464794970592,0,SL
87208.3286990854,87013.995440712,85960.5530057489,86654.60423764584,86654.60423764584,87027.65083475677,87115.86736323919,87013.995440712,86596.35508561108,87027.65083475677,86654.60423764584,223.56036350000005,87021.408,86606.67379999999,54.50101310092138,201.30772449966753,166.7722684328731,34.53545606679444,28.780764721063886,86586.65400000001,1.0,87559.87014373606,87021.408,86482.94585626393,0.012375394885269198,0.7819158259608456,87146.83,87049.95,86269.7425,85892.60500000001,87713.86,86269.7425,85892.60500000001,87081.32632322973,351.1214285714273,84619.91333333333,85739.82666666666,83619.82666666666,86739.91333333333,82499.91333333333,69.29570345408538,81.44055250297731,-30.704296545914612,127.24622855020658,58.87233575692799,-77484.06938399975,0,0,0,0,0,0,87132.26270060454,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,-1.1014103110587794,0,SL
86566.20444444123,86838.4534311326,86454.04459123303,86976.45731305398,86976.45731305398,86824.94179853077,86716.85440549479,86838.4534311326,86971.05834951714,86824.94179853077,86976.45731305398,206.8937745,86961.2615,87132.6118,32.08851376202401,-226.93325256397657,-114.5924794674701,-112.34077309650647,26.049026218657023,87136.65599999999,-1.0,87856.94109328272,86961.2615,86065.58190671727,0.020599507822979837,-0.041070438172890675,86587.92,86831.705,87133.43,87037.14499999999,86887.59,87133.43,87037.14499999999,86725.19144735603,345.6399999999984,86541.73666666668,88415.90333333335,84955.83333333336,90001.80666666667,83081.66666666669,10.902398698299251,7.692540009365757,-89.09760130170075,-227.5826558532085,17.96542417324494,-78983.4440239997,0,0,0,0,0,0,86692.66595530114,-1,0,1,0,BTC/USDT,15m,SHORT,8.0,TRENDING,-1.0943237909642494,0,SL
86876.9355554402,86612.17626371831,86425.93146059467,86597.61059279561,86597.61059279561,86622.3721312374,86722.43229411497,86612.17626371831,86607.33193483404,86622.3721312374,86597.61059279561,313.79178199999996,86449.95999999999,86574.95120000001,55.322538941572006,195.05005186748167,63.06079557123431,131.98925629624736,27.922809690467794,85540.22200000001,1.0,87453.43154962461,86449.95999999999,85446.48845037537,0.02321508418568663,0.7722498710623176,86806.72,86486.0,86565.1725,86912.1,88428.56,86565.1725,86912.1,86523.43717086219,552.2457142857135,86541.73666666668,88415.90333333335,84955.83333333336,90001.80666666667,83081.66666666669,71.01935749588162,82.66839691141558,-28.980642504118375,112.77854731470445,45.36769107474221,-78281.13016399971,0,0,0,0,0,0,86747.30303291739,0,1,0,0,BTC/USDT,15m,LONG,6.0,TRENDING,1.923730666193094,1,TP
88783.39749722183,88331.01946372319,86782.71211580574,87643.79145803498,87643.79145803498,88368.39015052014,88603.66427839939,88331.01946372319,87579.22494165797,88368.39015052014,87643.79145803498,332.7126375,88427.45550000001,87116.72460000002,57.417794076858975,521.9264433654171,541.6495175191418,-19.723074153724724,62.64708187534724,88107.118,1.0,89577.26908852617,88427.45550000001,87277.64191147385,0.026005805143316782,0.6513612743288906,88671.58,87570.72,86078.875,86665.72,88133.33,86078.875,86665.72,88676.78697147242,307.58142857142644,86541.73666666668,88415.90333333335,84955.83333333336,90001.80666666667,83081.66666666669,59.34096545774751,72.69629175354096,-40.659034542252485,75.19503362922983,51.74426666232685,-76354.16370399971,0,0,0,0,0,0,88642.59634545847,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,-1.1129238697898054,0,SL
87207.73397545988,87494.94327123779,87211.65851211124,87715.58862602872,87715.58862602872,87477.14178462623,87348.16036452673,87494.94327123779,87718.09209687304,87477.14178462623,87715.58862602872,243.43879950000002,87620.8155,87962.81060000001,35.10642746623171,-275.0695972898684,-211.7474650262117,-63.3221322636567,42.92412817346233,87593.155,-1.0,88566.75250550275,87620.8155,86674.87849449724,0.02159160469130201,0.29435443494822155,87211.305,87592.995,88067.72750000001,87250.0,87236.74,88067.72750000001,87250.0,87327.46089595524,276.49214285714595,87600.00333333334,89928.00666666668,85972.00666666668,91556.00333333334,83644.00333333334,40.29744437163396,23.300175792284858,-59.70255562836604,-86.33265057993869,19.688186589261846,-78936.56239399972,0,0,0,0,0,0,87322.48453415261,0,0,1,0,BTC/USDT,15m,SHORT,6.0,TRENDING,-1.1309313075587433,0,SL
87057.00939884815,87246.62318320364,87225.64906232436,87466.21755633212,87466.21755633212,87235.44559851967,87157.89120943981,87246.62318320364,87484.56013400127,87235.44559851967,87466.21755633212,233.857091,87296.23000000001,87556.43879999999,35.45162002445325,-174.31351224485843,-108.74859718543827,-65.56491505942016,26.31245702434288,87741.247,-1.0,87910.60932565373,87296.23000000001,86681.8506743463,0.014075735587979397,0.048585070461305,86923.6,86954.1,87810.9975,88264.0,87295.74,87810.9975,88264.0,87114.56969868565,372.54857142857196,87600.00333333334,89928.00666666668,85972.00666666668,91556.00333333334,83644.00333333334,37.319532275385036,26.0246464606426,-62.680467724614964,-208.32344887295156,39.50944307805745,-78601.69891399975,0,0,0,0,0,0,87141.84694866522,-1,0,1,1,BTC/USDT,15m,SHORT,8.0,TRENDING,-1.1021077143001878,0,SL
87033.64258012487,87167.55325578546,87216.51035842202,87310.16825250268,87310.16825250268,87162.00012229764,87118.29191457892,87167.55325578546,87329.37779386736,87162.00012229764,87310.16825250268,251.16326399999997,87149.409,87242.67620000002,46.86657671993592,-99.56785139440035,-13.787719644520392,-85.78013174987996,29.0508379510513,87729.724,-1.0,88005.45539379751,87149.409,86293.36260620249,0.01964548936407623,0.19696210172767845,87169.07,87135.825,87459.54000000001,87592.995,87997.85,87459.54000000001,87592.995,87219.43907820406,418.76857142857,87600.00333333334,89928.00666666668,85972.00666666668,91556.00333333334,83644.00333333334,22.709258245656663,14.52470603785231,-77.29074175434334,-120.92587464824976,43.03518595849016,-78716.83928399974,0,0,0,0,0,0,87107.2289441122,-1,0,1,0,BTC/USDT,15m,SHORT,8.0,TRENDING,-1.0832647222321863,0,SL
87261.03157189922,87425.63508826426,87327.16959342347,87461.17287543818,87461.17287543818,87419.7337863859,87362.5837751526,87425.63508826426,87460.477886271,87419.7337863859,87461.17287543818,133.491916,87530.06499999999,87503.33540000001,23.73501442746678,-115.18544610442768,-16.450626224693224,-98.73481987973446,31.436353347000793,87463.024,-1.0,88104.44187076052,87530.06499999999,86955.68812923945,0.013124104746421339,-0.11353010181865662,87358.3,87358.3,87611.87,87170.0,87594.44,87611.87,87170.0,87366.68644167365,204.35642857142895,87335.31666666667,88554.63333333333,86150.64333333333,89739.30666666667,84931.32666666666,6.430439758051221,4.7918451382031355,-93.56956024194878,-235.03538927051937,24.720952258191858,-79274.33436399975,0,0,0,0,0,0,87347.75687696226,-1,0,1,0,BTC/USDT,15m,SHORT,8.0,TRENDING,-1.1707021923063454,0,SL
89787.99901600777,89241.79787198505,87622.49161978222,88417.16921074889,88417.16921074889,89287.0801810247,89575.03933085587,89241.79787198505,88339.78391226426,89287.0801810247,88417.16921074889,457.802715,89285.699,87907.41560000001,65.84882208259381,634.2995881213283,671.0773481871205,-36.77776006579222,67.73669963575075,88749.68,1.0,91284.11921633397,89285.699,87287.27878366601,0.04476462050958418,0.6453950963992089,89853.34,88541.31,86978.07750000001,87265.38500000001,91334.53,86978.07750000001,87265.38500000001,89837.37248988503,439.10285714285834,87335.31666666667,88554.63333333333,86150.64333333333,89739.30666666667,84931.32666666666,70.4347126929679,75.88691960204612,-29.56528730703209,43.710083787425795,63.604379020307285,-74552.94491399976,0,0,0,0,0,0,89622.72094108035,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,1.914556321600572,1,TP
91175.02779614787,90744.57804428179,88289.2042120119,89879.03049798378,89879.03049798378,90777.94152692489,90982.90565906867,90744.57804428179,89760.08390255085,90777.94152692489,89879.03049798378,307.842175,90715.25899999999,89718.4316,67.27293337282484,476.4460743727541,438.85106938858223,37.59500498417185,60.21614817626068,90598.662,1.0,91686.89015837113,90715.25899999999,89743.62784162886,0.021421559483639593,0.8327965526981304,91167.75,90797.38500000001,89240.295,88362.58,91803.6,89240.295,88362.58,91119.55910221944,353.82142857142964,89148.95666666667,91991.14333333333,87641.83333333333,93498.26666666666,84799.64666666667,68.38701353160332,78.23313917557165,-31.612986468396688,126.26464628986496,62.36609066779622,-73207.92035399974,0,0,0,0,0,0,91018.8607385584,0,1,0,1,BTC/USDT,15m,LONG,7.0,TRENDING,-1.106138194535173,0,SL
91572.24244832201,91428.76256625452,89759.02938070906,91231.89717211817,91231.89717211817,91437.54510639646,91503.38918931197,91428.76256625452,91189.26383586186,91437.54510639646,91231.89717211817,133.792661,91366.476,91311.416,61.89493155752869,138.94320569314004,112.38705433362246,26.556151359517585,65.61252885539403,91073.131,1.0,91973.55313640003,91366.476,90759.39886359996,0.013288837722055502,0.6332071250114047,91595.4,91169.15,91095.12,91083.445,90690.1,91095.12,91083.445,91503.06036663626,221.41071428571118,89148.95666666667,91991.14333333333,87641.83333333333,93498.26666666666,84799.64666666667,52.754183332585704,70.77617501986059,-47.245816667414296,65.40475249798358,49.322432097332836,-72557.63487399972,0,0,0,0,0,0,91516.63749785224,0,1,0,1,BTC/USDT,15m,LONG,6.0,TRENDING,-1.1603996739925324,0,SL
91066.58027213594,91214.60359919578,90087.43132672735,91249.45153350299,91249.45153350299,91207.52432782036,91147.77234248577,91214.60359919578,91233.35655163274,91207.52432782036,91249.45153350299,86.64651549999999,91281.462,91275.3932,28.584861833304245,-121.83404824414174,-63.1181869780794,-58.71586126606234,33.98319479408807,91527.27200000001,-1.0,91729.76946121328,91281.462,90833.15453878672,0.009822530257310665,-0.031891660590856775,91109.145,91265.53,91356.1675,91189.305,91148.1,91356.1675,91189.305,91165.65651760537,229.3064285714302,91124.62,92159.32999999999,90299.23999999999,92984.70999999999,89264.53,0.5409249054009696,15.634157974918734,-99.45907509459903,-163.7993640675109,19.155536102917907,-72767.17837399972,0,0,0,0,0,0,91134.22363339996,-1,0,1,0,BTC/USDT,15m,SHORT,7.0,TRENDING,-1.1641883570757423,0,SL
91410.41352698382,91337.0667281168,90294.00029476015,91283.32906341087,91283.32906341087,91340.97853585036,91373.85216692391,91337.0667281168,91271.3033247375,91340.97853585036,91283.32906341087,111.34368850000001,91246.554,91340.70439999999,63.3473774947442,66.02195712566026,48.712104102744775,17.30985302291549,39.6491716536475,91158.893,1.0,91792.68244120896,91246.554,90700.42555879104,0.011970390491874552,0.6482490086412074,91432.015,91180.17,91415.6575,91141.01,91491.84,91415.6575,91141.01,91395.85545517436,173.09857142856865,91124.62,92159.32999999999,90299.23999999999,92984.70999999999,89264.53,54.67060427078556,54.09072519196621,-45.32939572921444,29.65218289558966,72.33814482243788,-71669.53472399974,0,0,0,0,0,0,91380.95470812621,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,-1.2200477264032614,0,SL
92101.2132807945,91835.88997480953,90666.4262002592,91592.29470264693,91592.29470264693,91851.0113632266,91963.86662634076,91835.88997480953,91566.95465073932,91851.0113632266,91592.29470264693,281.308989,91743.89550000001,91501.1332,65.49999358735937,241.6807137473079,161.44402990723918,80.23668384006871,26.291297480053522,91641.542,1.0,92620.69722427469,91743.89550000001,90867.09377572534,0.01911411586560921,0.7886139967497562,92236.47,92053.555,91199.1875,91191.655,91137.27,91199.1875,91191.655,92163.53549875949,381.3349999999991,91124.62,92159.32999999999,90299.23999999999,92984.70999999999,89264.53,55.228301154400214,66.94042558361751,-44.771698845599786,80.11001319260797,66.13765271772644,-70953.63026399977,0,0,0,0,0,0,91987.48845116352,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,-1.0997338124126717,0,SL
91132.37544871424,91501.38513807819,90756.21186216408,91543.34965146577,91543.34965146577,91489.6189019746,91366.21597908,91501.38513807819,91532.918244152,91489.6189019746,91543.34965146577,451.03786500000007,91771.722,91568.27519999999,30.61264388379736,-245.82933832019626,-8.118144401071639,-237.7111939191246,37.48973837861688,91933.652,-1.0,93249.9028900457,91771.722,90293.54110995428,0.03221429995714172,-0.01408525513849715,91488.315,91636.315,91574.7475,91341.275,90869.0,91574.7475,91341.275,91491.61942312906,561.7285714285701,91124.62,92159.32999999999,90299.23999999999,92984.70999999999,89264.53,2.447988404084319,3.3669550194094087,-97.55201159591567,-167.11770379838606,18.72305914475392,-74514.86292399977,0,0,0,0,0,0,91332.52100173035,-1,0,1,0,BTC/USDT,15m,SHORT,8.0,TRENDING,-1.064811873250009,0,SL
91283.97786676005,91176.74018615189,90849.04767444273,91022.94168402374,91022.94168402374,91184.96686843788,91239.23925555177,91176.74018615189,91007.37802223673,91184.96686843788,91022.94168402374,126.34455849999999,91161.87,90969.39,67.16240037738663,118.7763358658267,118.05048232962314,0.7258535362035587,67.79369234390778,90827.05699999999,1.0,91574.00619298089,91161.87,90749.7338070191,0.00904185473555757,0.7045319033747511,91385.325,91151.2,90747.855,90660.56,91482.69,90747.855,90660.56,91267.30895884619,216.86928571429078,90707.85333333333,91260.23666666666,90250.05666666667,91718.03333333333,89697.67333333334,58.21983290150121,49.41234820181976,-41.78016709849879,57.094170049227934,74.31787147374187,-72740.10550399976,0,0,0,0,0,0,91248.76225520196,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,-0.17336025676064892,0,SL
91522.86048553398,91423.19805369443,90933.5416608716,91226.28180123486,91226.28180123486,91431.90656023864,91484.8435807675,91423.19805369443,91202.52430474396,91431.90656023864,91226.28180123486,139.892902,91409.44450000001,91140.3986,56.783624434790624,120.3281094650738,130.34637036779438,-10.018260902720584,29.35393287595865,91164.067,1.0,91841.21820372397,91409.44450000001,90977.67079627606,0.009447026094200948,0.6048529579488713,91628.445,91469.595,91016.8625,90919.6,91074.85,91016.8625,90919.6,91571.98098102734,212.85999999999953,90707.85333333333,91260.23666666666,90250.05666666667,91718.03333333333,89697.67333333334,50.08136412191736,47.22413569339236,-49.91863587808264,14.459982522710156,51.46933008612453,-72563.95142399975,0,0,0,0,0,0,91493.38401729886,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,-1.1728006247361644,0,SL
85763.7430102726,85998.20278866605,88881.95526972374,86612.56897743905,86612.56897743905,85981.73107391756,85877.76462749508,85998.20278866605,86735.71254046157,85981.73107391756,86612.56897743905,350.876343,86015.12299999999,86200.3468,32.6241444590068,-246.041980657159,-200.37330202031788,-45.66867863684112,48.07732625040483,84905.815,1.0,86863.96958461152,86015.12299999999,85166.27641538846,0.01973714749234338,-0.12388953386949281,85800.825,85847.005,86424.1675,88615.375,86436.65,86424.1675,88615.375,85753.81104023391,497.42214285714414,90898.96999999999,91461.03999999998,89797.92999999998,92562.07999999999,89235.85999999999,10.42492179353478,40.84706291275615,-89.57507820646522,-180.79031715272419,33.27046584797884,-84294.93220399976,0,0,0,0,0,0,85858.11630810087,-1,0,1,1,BTC/USDT,15m,SHORT,7.0,TRENDING,-0.07416084175137048,0,SL
85398.97440821808,85811.08435333277,88832.780590423,86507.75842930419,86507.75842930419,85787.2709716397,85619.3826771624,85811.08435333277,86635.86209258794,85787.2709716397,86507.75842930419,412.3836365,85880.91799999999,86151.1844,26.774851264105592,-379.1731496802531,-236.13327155230496,-143.03987812794816,46.425014908666846,86016.581,-1.0,87094.71301851181,85880.91799999999,84667.12298148817,0.02826693162529596,-0.29956581234769986,85281.0,85393.5,86382.48,88583.495,86510.1,86382.48,88583.495,85462.94052939204,544.5278571428581,90898.96999999999,91461.03999999998,89797.92999999998,92562.07999999999,89235.85999999999,1.8628858578605232,18.668233415949945,-98.13711414213948,-296.49971249306367,28.7880139192157,-85606.97111399977,0,0,0,0,0,0,85584.08540694362,-1,0,1,0,BTC/USDT,15m,SHORT,8.0,TRENDING,-1.0672130008041207,0,SL
84978.17916560614,85443.83176308502,88668.06528507789,86231.41942826698,86231.41942826698,85413.30461903762,85203.32040143083,85443.83176308502,86365.40339721246,85413.30461903762,86231.41942826698,504.14024950000004,85512.5485,86017.3832,41.201765643183855,-467.0334811373614,-377.02621874626914,-90.00726239109224,35.42000290138507,86016.581,-1.0,86933.70011712781,85512.5485,84091.3968828722,0.033238434406566784,0.3696344234020293,85248.38,85261.38,86467.5675,88477.805,86449.94,86467.5675,88477.805,85146.32515862831,621.3385714285729,90898.96999999999,91461.03999999998,89797.92999999998,92562.07999999999,89235.85999999999,46.269342461525426,27.74056200109415,-53.73065753847457,-56.874327412804334,49.396113701435716,-83958.83796399976,0,0,0,0,0,0,85162.31498433943,0,0,1,0,BTC/USDT,15m,SHORT,7.0,TRENDING,-1.0552763732244408,0,SL
87045.55193332491,86920.42820836039,87513.44539952347,86725.69503229525,86725.69503229525,86927.37383762312,86975.02445762209,86920.42820836039,86704.47042907291,86927.37383762312,86725.69503229525,176.24523349999998,86890.515,86782.0238,58.09055446535719,111.64871431168285,58.180166454887434,53.46854785679542,25.00075659019526,86390.088,1.0,87412.11436984818,86890.515,86368.91563015182,0.012005898914241126,1.0075495012140467,87094.66500000001,86962.495,86759.465,85690.475,91458.4,86759.465,85690.475,86831.5496767614,337.68642857142964,86841.92333333334,89861.08666666668,83266.84666666668,93436.16333333334,80247.68333333333,84.33177994401834,72.23610517021007,-15.668220055981658,134.89370025974887,49.870079344306795,-80556.18605399979,0,0,0,0,0,0,86985.45235189618,1,1,0,1,BTC/USDT,15m,LONG,6.0,TRENDING,1.8683004730805377,1,TP
93553.21565049843,93304.5501936461,91283.42211304796,93013.57920511685,93013.57920511685,93320.42134647169,93434.3393888913,93304.5501936461,92966.80960898363,93320.42134647169,93013.57920511685,230.26567999999997,93228.25950000001,92925.8154,65.49164747412792,243.55447742412798,196.71160583181893,46.84287159230905,46.41574635500392,92750.413,1.0,93990.11704567843,93228.25950000001,92466.4019543216,0.01634391867368105,0.7709630575571306,93584.53,93174.86,92679.2925,92827.79000000001,92979.25,92679.2925,92827.79000000001,93442.97313251102,349.59071428571457,89923.30666666666,93662.22333333331,87538.96333333332,96046.56666666665,83800.04666666666,61.57847845127039,69.70305826794626,-38.42152154872961,91.4849335696022,79.76028412846888,-70165.10573399974,0,0,0,0,0,0,93456.5802750687,0,1,0,0,BTC/USDT,15m,LONG,7.0,TRENDING,-1.1046316829557399,0,SL
92943.70444143208,93083.48198537597,92115.69673079363,93166.28502575675,93166.28502575675,93076.00092109636,93018.46697371705,93083.48198537597,93162.53555038026,93076.00092109636,93166.28502575675,128.233889,93158.524,93282.8524,21.058512863091238,-121.90968008333584,-72.03358289388018,-49.87609718945566,42.064152244240724,93472.79000000001,-1.0,93646.50336797262,93158.524,92670.54463202739,0.010476322445224949,-0.12402638305210542,92909.08499999999,93060.655,93261.735,93266.525,91938.0,93261.735,93266.525,93020.4800649742,245.2192857142883,92856.72666666667,94723.22333333334,91563.45333333334,96016.49666666667,89696.95666666667,4.479638009049774,25.045798777274438,-95.52036199095024,-168.82575892126656,29.64976029673882,-71029.8333139997,0,0,0,0,0,0,93006.05630541367,-1,0,1,0,BTC/USDT,15m,SHORT,7.0,TRENDING,-0.16922257103499533,0,SL
92586.96024610227,92798.8130633048,92151.06293117575,93002.01416676474,93002.01416676474,92785.35446189878,92689.65812093807,92798.8130633048,93012.3518099165,92785.35446189878,93002.01416676474,208.195765,92850.3025,93132.6984,46.98392813761336,-206.19535051354615,-162.1303231489835,-44.06502736456264,50.25271343737755,93352.76,-1.0,93521.82809890607,92850.3025,92178.77690109394,0.014464693831365123,0.3504878292598841,92430.815,92711.155,93335.75,93409.91,92242.16,93335.75,93409.91,92586.74583337581,373.18428571428586,92856.72666666667,94723.22333333334,91563.45333333334,96016.49666666667,89696.95666666667,60.650464617583985,29.97615203624468,-39.349535382416015,-120.45331378111626,47.78690352522665,-71546.5375439997,0,0,0,0,0,0,92670.87812150216,0,0,1,0,BTC/USDT,15m,SHORT,6.0,TRENDING,1.8703782277171188,1,TP
91940.23871830701,92243.72713600268,92174.34351539913,92606.05227397576,92606.05227397576,92224.11626621342,92088.40048393588,92243.72713600268,92640.40462916033,92224.11626621342,92606.05227397576,347.80638450000004,92308.902,92767.07199999999,38.05335374186836,-298.1003661608265,-232.3424255322059,-65.75794062862062,36.64507970055657,92706.89,-1.0,93274.50686764282,92308.902,91343.29713235718,0.020921164627065288,0.3079431802651184,91719.93,92073.0,92984.87,93290.0,92444.01,92984.87,93290.0,91991.09518530683,495.6435714285731,92856.72666666667,94723.22333333334,91563.45333333334,96016.49666666667,89696.95666666667,45.897048850386064,22.00368630192088,-54.10295114961393,-113.16442552001153,31.040287646209762,-72415.91424399972,0,0,0,0,0,0,92061.94356351736,0,0,1,0,BTC/USDT,15m,SHORT,7.0,TRENDING,1.9104143396266589,1,TP
90753.60435999703,90938.89261296208,91911.18299612438,91376.5204907197,91376.5204907197,90920.73128498266,90816.04877559426,90938.89261296208,91433.83783950501,90920.73128498266,91376.5204907197,287.89067850000004,90917.1465,91522.8372,37.611332899073254,-241.91776419778762,-283.9164283576568,41.99866415986918,42.16740839993143,91395.504,-1.0,91761.06515767833,90917.1465,90073.22784232168,0.018564565434933112,0.22876740202697696,90676.685,90719.2,91945.2675,92013.765,89233.43,91945.2675,92013.765,90664.44422427719,500.2485714285722,92349.02,93809.04000000001,90618.04000000001,95540.02,89158.02,36.45018298347278,64.2854916239083,-63.54981701652722,-60.63545183755282,28.850458361608162,-73915.61852399974,0,0,0,0,0,0,90800.61588911765,-1,0,1,0,BTC/USDT,15m,SHORT,8.0,TRENDING,-0.07878077189036914,0,SL
90475.39548799762,90795.58964814735,91885.82356332713,91297.54164794639,91297.54164794639,90772.33401974621,90622.2502721817,90795.58964814735,91359.86363095127,90772.33401974621,91297.54164794639,324.34405000000004,90808.9125,91463.7944,28.11626903486004,-337.5741853599611,-294.6479797581177,-42.926205601843435,41.84336756382072,91395.504,-1.0,91854.52256728255,90808.9125,89763.30243271746,0.02302879835242034,-0.1916309173260759,90346.525,90389.04000000001,91737.42499999999,91837.39,89281.91,91737.42499999999,91837.39,90514.65362034527,579.7378571428573,92349.02,93809.04000000001,90618.04000000001,95540.02,89158.02,6.544214742810922,38.32235518141993,-93.45578525718908,-195.87255693900752,25.308883192068578,-74758.95839399974,0,0,0,0,0,0,90595.17933352942,-1,0,1,0,BTC/USDT,15m,SHORT,8.0,TRENDING,-0.07113327750781777,0,SL
