symbol,direction,pnl,winner,score,result,sig_adx,sig_dist_ema_atr,sig_rsi,sig_bb_percent,sig_macd_hist_slope,sig_vol_ratio,sig_atr_rank,sig_donchian_pos
BTC/USDT,SHORT,-103.35415437046352,0,7.0,SL,47.973971692889606,-2.4697891329148822,33.18695558275172,0.18246322187951458,0.03109814778838034,0.7370882522450326,0.43,0.1317507846603429
BTC/USDT,SHORT,-102.22645482274582,0,7.0,SL,51.781433524323454,-3.87670347749289,45.97265310812371,0.3418383902742803,0.10314636466995454,0.6698158163114791,0.0,0.1954343425204425
BTC/USDT,LONG,198.7925806942081,1,6.0,TP,28.096550138232654,1.0425794884347401,67.9058016782455,0.7854077210756624,-0.07214774216296135,1.3237343995062012,0.33,0.6211690119065972
BTC/USDT,LONG,-102.90797609171689,0,7.0,SL,58.43734692149083,1.696602922492696,64.41311046783088,0.6715376880992613,-0.07557131003751134,2.2332123951162064,0.6,0.6072373365399026
BTC/USDT,SHORT,-101.77116496073091,0,7.0,SL,57.58370192325016,-2.8820036324130576,41.86338040313337,0.3919333236783034,0.21465533026164738,0.8252469720560557,0.52,0.23995745120924347
BTC/USDT,LONG,-100.67105172382627,0,7.0,SL,55.74496429662689,1.7978130460926276,66.1022074387663,0.7052311124085443,-0.08712635648584464,0.6551295842317993,0.16,0.743495566502467
BTC/USDT,SHORT,197.5690738067213,1,7.0,TP,34.41449044156515,-1.2664668738201557,25.688546125795455,0.1349285482939791,-0.0337295903034454,0.6298303108940674,0.43,0.17152526173064453
BTC/USDT,SHORT,-101.45947213564205,0,7.0,SL,38.32631405864344,-3.0439148986274804,32.49251509666941,0.2620487541772313,0.13505672165830965,0.21692392037762984,0.37,0.20775716030413935
BTC/USDT,LONG,-100.36513406669815,0,8.0,SL,32.51962736253319,2.4724290704367293,61.612618931995236,0.6973349416192164,-0.04578211248430646,0.6703108006555013,0.14,0.7462758247323663
BTC/USDT,LONG,-99.23819511920112,0,7.0,SL,37.90927669518608,1.4082256436232516,64.864176416004,0.751813696237935,-0.13421827228005828,0.9217137370054553,0.54,0.6095723230393737
BTC/USDT,SHORT,194.51944895165656,1,8.0,TP,35.379069500794714,-2.4568676882816662,28.351187522500098,-0.19627603689970508,-0.23531672789928162,2.0675079767557616,0.86,0.07617339594591145
BTC/USDT,SHORT,-100.00153466481925,0,7.0,SL,26.958077373016813,-3.0572890546479163,38.13032089063522,0.13742914544939436,-0.07073613485986549,0.7634298116556587,0.75,0.23328088427545926
BTC/USDT,SHORT,-98.89495881807247,0,7.0,SL,25.868434907701353,-2.156298328435267,40.530179064004926,0.1795381728740396,-0.16643759026632263,0.5087385588361341,0.75,0.13091216216216217
BTC/USDT,SHORT,47.903542613783266,1,7.0,CLOSE_END,31.021185024245874,-1.4671735834314839,40.37850143918802,0.18051115388090977,-0.1591404470758892,0.6273212655177333,0.99,0.42040025502388934
ETH/USDT,SHORT,-100.0,0,5.0,SL,31.13166164002035,-1.353206651799855,19.97209951174169,-0.20461846724220212,-0.06624310704755758,3.6953029374839326,0.44,0.18644781144780942
ETH/USDT,LONG,197.15403809153372,1,4.0,TP,22.818945940800607,0.600070615599078,53.012912482065985,0.6582545082755489,0.0024921291468795294,0.35101978319369476,0.84,0.7925358130183491
ETH/USDT,LONG,-100.86508430276994,0,7.0,SL,53.66460439169572,1.946312369372162,65.3905447070915,0.632605310220715,-0.16918400739816417,0.6432800859415522,0.83,0.6887035530241399
ETH/USDT,SHORT,-99.81989080903953,0,7.0,SL,41.44052570749371,-2.847369450286186,34.23759747801559,0.20684836815247779,0.0120811796494984,1.058541391278254,0.65,0.2798400328137861
ETH/USDT,LONG,-98.77164469017389,0,6.0,SL,60.25237762889797,2.736839072036859,50.55669166098615,0.6291996996659406,-0.12343821234966203,0.665200357060276,0.33,0.7657039711191336
ETH/USDT,SHORT,-97.73312818392208,0,7.0,SL,65.40549835186154,-1.2665762291929135,22.227421619091942,0.22797665471795364,0.10968506695807723,0.8793065448706437,0.42,0.22886942831840837
